,name,class_id,label,evalution,class_name
1917,루카스 오캄포스,242,-1.0,4,20 UCL 
1918,루카스 은메차,262,-1.0,4,21NG 
1919,루카스 은메차,297,-1.0,4,MCFC 
1920,루카스 클로스터만,221,-1.0,4,19 UCL 
1921,루카스 토레이라,206,0.67,1,TB 
1922,루카스 토레이라,207,0.86,2,TT 
1923,루카스 토레이라,242,-1.0,4,20 UCL 
1924,루카스 파케타,219,-1.0,4,19NG 
1925,루카스 파케타,250,-1.0,4,21 TOTS 
1926,루카스 파케타,259,-1.0,4,22 TOTN 
1927,루카스 페레스,230,-1.0,4,20 TOTS 
1928,루카스 포돌스키,224,-1.0,4,LH 
1929,루카스 포돌스키,231,-1.0,4,VTR 
1930,루카스 포돌스키,251,-1.0,4,EBS 
1931,루카시 흐라데키,224,-1.0,4,LH 
1932,루카시 흐라데키,230,-1.0,4,20 TOTS 
1933,루카시 흐라데키,241,-1.0,4,21 TOTN 
1934,루카시 흐라데키,264,-1.0,4,FA 
1935,루크 쇼,201,0.6,1,NHD 
1936,루크 쇼,207,0.72,2,TT 
1937,루크 쇼,210,-1.0,4,GR 
1938,루크 쇼,250,-1.0,4,21 TOTS 
1939,루크 쇼,253,-1.0,4,BOE21 
1940,루크 쇼,259,-1.0,4,22 TOTN 
1941,루크 쇼,260,-1.0,4,21 UCL 
1942,룩 카스타뇨스,210,0.8,2,GR 
1943,룩 카스타뇨스,225,-1.0,4,TKL 
1944,뤼도비크 아조르크,216,-1.0,4,HOT 
1945,뤼카 디뉴,210,0.79,2,GR 
1946,뤼카 디뉴,215,-1.0,4,19 TOTS 
1947,뤼카 디뉴,237,-1.0,4,MC 
1948,뤼카 디뉴,256,-1.0,4,BTB 
1949,뤼카 에르난데스,210,-1.0,4,GR 
1950,뤼카 에르난데스,214,-1.0,4,TC 
1951,뤼카 에르난데스,218,-1.0,4,OTW 
1952,뤼카 에르난데스,221,-1.0,4,19 UCL 
1953,뤼카 에르난데스,242,-1.0,4,20 UCL 
1954,뤼카 에르난데스,246,-1.0,4,UP 
1955,뤼카 에르난데스,253,-1.0,4,BOE21 
1956,뤼카 에르난데스,256,-1.0,4,BTB 
1957,뤼카 에르난데스,260,-1.0,4,21 UCL 
1958,뤼크 더용,210,0.88,2,GR 
1959,뤼크 더용,215,-1.0,4,19 TOTS 
1960,뤼크 더용,217,-1.0,4,COC 
1961,뤼크 더용,218,-1.0,4,OTW 
1962,뤼크 더용,242,-1.0,4,20 UCL 
1963,뤼크 더용,252,-1.0,4,CAP 
1964,뤼크 더용,256,-1.0,4,BTB 
1965,뤼트 반니스텔로이,201,0.75,2,NHD 
1966,뤼트 반니스텔로이,207,0.63,1,TT 
1967,뤼트 반니스텔로이,214,-1.0,4,TC 
1968,뤼트 반니스텔로이,216,-1.0,4,HOT 
1969,뤼트 반니스텔로이,224,-1.0,4,LH 
1970,뤼트 반니스텔로이,237,-1.0,4,MC 
1971,뤼트 반니스텔로이,251,-1.0,4,EBS 
1972,뤼트 반니스텔로이,256,-1.0,4,BTB 
1973,뤼트 반니스텔로이,264,-1.0,4,FA 
1974,류보미르 페이사,237,-1.0,4,MC 
1975,류보미르 페이사,246,-1.0,4,UP 
1976,류승우,225,-1.0,4,TKL 
1977,류재문,225,-1.0,4,TKL 
1978,리들레 바쿠,250,-1.0,4,21 TOTS 
1979,리들레 바쿠,262,-1.0,4,21NG 
1980,리로이 자네,206,0.82,2,TB 
1981,리로이 자네,207,0.67,1,TT 
1982,리로이 자네,210,-1.0,4,GR 
1983,리로이 자네,216,-1.0,4,HOT 
1984,리로이 자네,221,-1.0,4,19 UCL 
1985,리로이 자네,242,-1.0,4,20 UCL 
1986,리로이 자네,251,-1.0,4,EBS 
1987,리로이 자네,253,-1.0,4,BOE21 
1988,리로이 자네,256,-1.0,4,BTB 
1989,리로이 자네,260,-1.0,4,21 UCL 
1990,리로이 자네,297,-1.0,4,MCFC 
1991,리산드로 로페스,207,0.78,2,TT 
1992,리산드로 로페스,215,-1.0,4,19 TOTS 
1993,리산드로 로페스,231,-1.0,4,VTR 
1994,리산드로 로페스,237,-1.0,4,MC 
1995,리스 넬슨,219,-1.0,4,19NG 
1996,리스 윌리엄스,242,-1.0,4,20 UCL 
1997,리스 제임스,219,-1.0,4,19NG 
1998,리스 제임스,221,-1.0,4,19 UCL 
1999,리스 제임스,242,-1.0,4,20 UCL 
2000,리스 제임스,253,-1.0,4,BOE21 
2001,리스 제임스,260,-1.0,4,21 UCL 
2002,리야드 마레즈,207,0.83,2,TT 
2003,리야드 마레즈,216,-1.0,4,HOT 
2004,리야드 마레즈,217,-1.0,4,COC 
2005,리야드 마레즈,221,-1.0,4,19 UCL 
2006,리야드 마레즈,224,-1.0,4,LH 
2007,리야드 마레즈,230,-1.0,4,20 TOTS 
2008,리야드 마레즈,233,-1.0,4,MOG 
2009,리야드 마레즈,242,-1.0,4,20 UCL 
2010,리야드 마레즈,252,-1.0,4,CAP 
2011,리야드 마레즈,260,-1.0,4,21 UCL 
2012,리언 발로군,206,0.33,0,TB 
2013,리언 발로군,217,-1.0,4,COC 
2014,리오 퍼디난드,101,0.87,2,ICON 
2015,리오 퍼디난드,201,0.74,2,NHD 
2016,리오 퍼디난드,207,0.76,2,TT 
2017,리오 퍼디난드,214,-1.0,4,TC 
2018,리오 퍼디난드,216,-1.0,4,HOT 
2019,리오 퍼디난드,224,-1.0,4,LH 
2020,리오 퍼디난드,252,-1.0,4,CAP 
2021,리오 퍼디난드,256,-1.0,4,BTB 
2022,리오넬 메시,201,0.73,2,NHD 
2023,리오넬 메시,203,-1.0,4,18 TOTY 
2024,리오넬 메시,206,0.73,2,TB 
2025,리오넬 메시,210,0.59,1,GR 
2026,리오넬 메시,211,0.76,2,19 TOTY 
2027,리오넬 메시,214,-1.0,4,TC 
2028,리오넬 메시,215,-1.0,4,19 TOTS 
2029,리오넬 메시,216,-1.0,4,HOT 
2030,리오넬 메시,217,-1.0,4,COC 
2031,리오넬 메시,220,-1.0,4,20 TOTY 
2032,리오넬 메시,221,-1.0,4,19 UCL 
2033,리오넬 메시,224,-1.0,4,LH 
2034,리오넬 메시,230,-1.0,4,20 TOTS 
2035,리오넬 메시,241,-1.0,4,21 TOTN 
2036,리오넬 메시,242,-1.0,4,20 UCL 
2037,리오넬 메시,250,-1.0,4,21 TOTS 
2038,리오넬 메시,252,-1.0,4,CAP 
2039,리오넬 메시,256,-1.0,4,BTB 
2040,리오넬 메시,258,-1.0,4,22 TOTY 
2041,리오넬 메시,260,-1.0,4,21 UCL 
2042,리오넬 메시,264,-1.0,4,FA 
2043,리치 더라트,233,-1.0,4,MOG 
2044,리카르도 몬톨리보,201,0.83,2,NHD 
2045,리카르도 키슈나,210,-1.0,4,GR 
2046,리켈메,101,0.6,1,ICON 
2047,리켈메,249,-1.0,4,NTG 
2048,리키 푸치,219,-1.0,4,19NG 
2049,리키 푸치,242,-1.0,4,20 UCL 
2050,리헤들리 바주르,210,-1.0,4,GR 
2051,리헤들리 바주르,250,-1.0,4,21 TOTS 
2052,마놀로 가비아디니,207,0.67,1,TT 
2053,마누 가르시아,210,-1.0,4,GR 
2054,마누 바예호,221,-1.0,4,19 UCL 
2055,마누 트리게로스,206,1.0,3,TB 
2056,마누 트리게로스,260,-1.0,4,21 UCL 
2057,마누엘 노이어,201,0.74,2,NHD 
2058,마누엘 노이어,206,0.72,2,TB 
2059,마누엘 노이어,207,0.67,1,TT 
2060,마누엘 노이어,214,-1.0,4,TC 
2061,마누엘 노이어,216,-1.0,4,HOT 
2062,마누엘 노이어,221,-1.0,4,19 UCL 
2063,마누엘 노이어,224,-1.0,4,LH 
2064,마누엘 노이어,231,-1.0,4,VTR 
2065,마누엘 노이어,240,-1.0,4,21 TOTY 
2066,마누엘 노이어,242,-1.0,4,20 UCL 
2067,마누엘 노이어,250,-1.0,4,21 TOTS 
2068,마누엘 노이어,251,-1.0,4,EBS 
2069,마누엘 노이어,252,-1.0,4,CAP 
2070,마누엘 노이어,253,-1.0,4,BOE21 
2071,마누엘 노이어,256,-1.0,4,BTB 
2072,마누엘 노이어,260,-1.0,4,21 UCL 
2073,마누엘 라차리,215,-1.0,4,19 TOTS 
2074,마누엘 라차리,218,-1.0,4,OTW 
2075,마누엘 라차리,242,-1.0,4,20 UCL 
2076,마누엘 로카텔리,210,-1.0,4,GR 
2077,마누엘 로카텔리,238,-1.0,4,20NG 
2078,마누엘 로카텔리,253,-1.0,4,BOE21 
2079,마누엘 로카텔리,259,-1.0,4,22 TOTN 
2080,마누엘 로카텔리,260,-1.0,4,21 UCL 
2081,마누엘 아칸지,217,-1.0,4,COC 
2082,마누엘 아칸지,221,-1.0,4,19 UCL 
2083,마누엘 아칸지,242,-1.0,4,20 UCL 
2084,마누엘 아칸지,253,-1.0,4,BOE21 
2085,마라시 쿰불라,238,-1.0,4,20NG 
2086,마레크 함시크,201,0.89,2,NHD 
2087,마레크 함시크,206,0.5,1,TB 
2088,마레크 함시크,224,-1.0,4,LH 
2089,마레크 함시크,231,-1.0,4,VTR 
2090,마레크 함시크,252,-1.0,4,CAP 
2091,마루안 펠라이니,201,0.88,2,NHD 
2092,마루안 펠라이니,207,0.9,3,TT 
2093,마루안 펠라이니,224,-1.0,4,LH 
2094,마루안 펠라이니,231,-1.0,4,VTR 
2095,마루안 펠라이니,251,-1.0,4,EBS 
2096,마르빈 히츠,221,-1.0,4,19 UCL 
2097,마르빈 히츠,242,-1.0,4,20 UCL 
2098,마르살,221,-1.0,4,19 UCL 
2099,마르셀 드사이,101,0.41,0,ICON 
2100,마르셀 드사이,201,0.85,2,NHD 
2101,마르셀 드사이,207,0.72,2,TT 
2102,마르셀 드사이,214,-1.0,4,TC 
2103,마르셀 드사이,216,-1.0,4,HOT 
2104,마르셀 드사이,224,-1.0,4,LH 
2105,마르셀 드사이,237,-1.0,4,MC 
2106,마르셀 드사이,251,-1.0,4,EBS 
2107,마르셀 드사이,252,-1.0,4,CAP 
2108,마르셀 드사이,254,-1.0,4,CFA 
2109,마르셀 드사이,256,-1.0,4,BTB 
2110,마르셀 슈멜처,214,-1.0,4,TC 
2111,마르셀 슈멜처,221,-1.0,4,19 UCL 
2112,마르셀 슈멜처,246,-1.0,4,UP 
2113,마르셀 슈멜처,252,-1.0,4,CAP 
2114,마르셀 자비처,206,0.8,2,TB 
2115,마르셀 자비처,221,-1.0,4,19 UCL 
2116,마르셀 자비처,230,-1.0,4,20 TOTS 
2117,마르셀 자비처,241,-1.0,4,21 TOTN 
2118,마르셀 자비처,250,-1.0,4,21 TOTS 
2119,마르셀 자비처,253,-1.0,4,BOE21 
2120,마르셀로 사라키,210,-1.0,4,GR 
2121,마르셀루,201,0.5,1,NHD 
2122,마르셀루,203,-1.0,4,18 TOTY 
2123,마르셀루,206,0.73,2,TB 
2124,마르셀루,210,0.69,1,GR 
2125,마르셀루,211,0.83,2,19 TOTY 
2126,마르셀루,214,-1.0,4,TC 
2127,마르셀루,216,-1.0,4,HOT 
2128,마르셀루,221,-1.0,4,19 UCL 
2129,마르셀루,224,-1.0,4,LH 
2130,마르셀루,231,-1.0,4,VTR 
2131,마르셀루,237,-1.0,4,MC 
2132,마르셀루,242,-1.0,4,20 UCL 
2133,마르셀루,256,-1.0,4,BTB 
2134,마르셀루,260,-1.0,4,21 UCL 
2135,마르셀루 고이아누,215,-1.0,4,19 TOTS 
2136,마르카노,206,1.0,3,TB 
2137,마르카노,230,-1.0,4,20 TOTS 
2138,마르카노,237,-1.0,4,MC 
2139,마르카노,246,-1.0,4,UP 
2140,마르코 그루이치,210,-1.0,4,GR 
2141,마르코 그루이치,242,-1.0,4,20 UCL 
2142,마르코 그루이치,265,-1.0,4,LOL 
2143,마르코 로이스,206,0.76,2,TB 
2144,마르코 로이스,214,-1.0,4,TC 
2145,마르코 로이스,215,-1.0,4,19 TOTS 
2146,마르코 로이스,216,-1.0,4,HOT 
2147,마르코 로이스,221,-1.0,4,19 UCL 
2148,마르코 로이스,222,-1.0,4,20 TOTN 
2149,마르코 로이스,230,-1.0,4,20 TOTS 
2150,마르코 로이스,242,-1.0,4,20 UCL 
2151,마르코 로이스,251,-1.0,4,EBS 
2152,마르코 로이스,252,-1.0,4,CAP 
2153,마르코 마린,256,-1.0,4,BTB 
2154,마르코 마테라치,201,1.0,3,NHD 
2155,마르코 마테라치,207,0.82,2,TT 
2156,마르코 마테라치,251,-1.0,4,EBS 
2157,마르코 마테라치,256,-1.0,4,BTB 
2158,마르코 반바스텐,201,0.57,1,NHD 
2159,마르코 반바스텐,207,0.78,2,TT 
2160,마르코 반바스텐,214,-1.0,4,TC 
2161,마르코 반바스텐,216,-1.0,4,HOT 
2162,마르코 반바스텐,251,-1.0,4,EBS 
2163,마르코 반바스텐,256,-1.0,4,BTB 
2164,마르코 반힝켈,216,-1.0,4,HOT 
2165,마르코 반힝켈,252,-1.0,4,CAP 
2166,마르코 베라티,206,0.83,2,TB 
2167,마르코 베라티,210,0.84,2,GR 
2168,마르코 베라티,215,-1.0,4,19 TOTS 
2169,마르코 베라티,216,-1.0,4,HOT 
2170,마르코 베라티,221,-1.0,4,19 UCL 
2171,마르코 베라티,222,-1.0,4,20 TOTN 
2172,마르코 베라티,230,-1.0,4,20 TOTS 
2173,마르코 베라티,242,-1.0,4,20 UCL 
2174,마르코 베라티,253,-1.0,4,BOE21 
2175,마르코 베라티,256,-1.0,4,BTB 
2176,마르코 베라티,259,-1.0,4,22 TOTN 
2177,마르코 베라티,260,-1.0,4,21 UCL 
2178,마르코 비조트,217,-1.0,4,COC 
2179,마르코 비조트,230,-1.0,4,20 TOTS 
2180,마르코 사우,216,-1.0,4,HOT 
2181,마르코 아센시오,206,1.0,3,TB 
2182,마르코 아센시오,210,-1.0,4,GR 
2183,마르코 아센시오,214,-1.0,4,TC 
2184,마르코 아센시오,242,-1.0,4,20 UCL 
2185,마르코 아센시오,256,-1.0,4,BTB 
2186,마르코 아센시오,260,-1.0,4,21 UCL 
2187,마르코 파롤로,206,0.71,2,TB 
2188,마르코 파롤로,216,-1.0,4,HOT 
2189,마르코 피아차,206,1.0,3,TB 
2190,마르코 피아차,210,-1.0,4,GR 
2191,마르코 피아차,237,-1.0,4,MC 
2192,마르코스 로호,201,1.0,3,NHD 
2193,마르코스 로호,206,0.9,3,TB 
2194,마르코스 로호,224,-1.0,4,LH 
2195,마르코스 로호,231,-1.0,4,VTR 
2196,마르코스 세네시,230,-1.0,4,20 TOTS 
2197,마르코스 아쿠냐,215,-1.0,4,19 TOTS 
2198,마르코스 아쿠냐,230,-1.0,4,20 TOTS 
2199,마르코스 아쿠냐,242,-1.0,4,20 UCL 
2200,마르코스 알론소,206,0.75,2,TB 
2201,마르코스 알론소,221,-1.0,4,19 UCL 
2202,마르코스 알론소,242,-1.0,4,20 UCL 
2203,마르코스 알론소,246,-1.0,4,UP 
2204,마르코스 알론소,260,-1.0,4,21 UCL 
2205,마르코스 요렌테,221,-1.0,4,19 UCL 
2206,마르코스 요렌테,242,-1.0,4,20 UCL 
2207,마르코스 요렌테,250,-1.0,4,21 TOTS 
2208,마르코스 요렌테,253,-1.0,4,BOE21 
2209,마르코스 요렌테,259,-1.0,4,22 TOTN 
2210,마르코스 요렌테,260,-1.0,4,21 UCL 
2211,마르코스 요렌테,265,-1.0,4,LOL 
2212,마르쿠스 튀람,238,-1.0,4,20NG 
2213,마르쿠스 튀람,242,-1.0,4,20 UCL 
2214,마르쿠스 튀람,253,-1.0,4,BOE21 
2215,마르크 로카,242,-1.0,4,20 UCL 
2216,마르키뉴스,206,0.6,1,TB 
2217,마르키뉴스,207,0.83,2,TT 
2218,마르키뉴스,210,-1.0,4,GR 
2219,마르키뉴스,215,-1.0,4,19 TOTS 
2220,마르키뉴스,217,-1.0,4,COC 
2221,마르키뉴스,221,-1.0,4,19 UCL 
2222,마르키뉴스,222,-1.0,4,20 TOTN 
2223,마르키뉴스,230,-1.0,4,20 TOTS 
2224,마르키뉴스,241,-1.0,4,21 TOTN 
2225,마르키뉴스,242,-1.0,4,20 UCL 
2226,마르키뉴스,250,-1.0,4,21 TOTS 
2227,마르키뉴스,252,-1.0,4,CAP 
2228,마르키뉴스,256,-1.0,4,BTB 
2229,마르키뉴스,258,-1.0,4,22 TOTY 
2230,마르키뉴스,260,-1.0,4,21 UCL 
2231,마르탱 테리에,221,-1.0,4,19 UCL 
2232,마르탱 테리에,265,-1.0,4,LOL 
2233,마르턴 더론,217,-1.0,4,COC 
2234,마르턴 더론,221,-1.0,4,19 UCL 
2235,마르턴 더론,242,-1.0,4,20 UCL 
2236,마르턴 더론,253,-1.0,4,BOE21 
2237,마르틴 슈크르텔,201,1.0,3,NHD 
2238,마르틴 슈크르텔,214,-1.0,4,TC 
2239,마르틴 슈크르텔,224,-1.0,4,LH 
2240,마르틴 외데고르,215,-1.0,4,19 TOTS 
2241,마르틴 외데고르,218,-1.0,4,OTW 
2242,마르틴 외데고르,230,-1.0,4,20 TOTS 
2243,마르틴 외데고르,262,-1.0,4,21NG 
2244,마르틴 외데고르,265,-1.0,4,LOL 
2245,마르틴 카세레스,224,-1.0,4,LH 
2246,마르틴 카세레스,237,-1.0,4,MC 
2247,마르틴 카세레스,256,-1.0,4,BTB 
2248,마르틴 힌테레거,230,-1.0,4,20 TOTS 
2249,마르틴 힌테레거,253,-1.0,4,BOE21 
2250,마를루스,206,1.0,3,TB 
2251,마를루스,253,-1.0,4,BOE21 
2252,마리아노,221,-1.0,4,19 UCL 
2253,마리아노,242,-1.0,4,20 UCL 
2254,마리아노 바르보사,214,-1.0,4,TC 
2255,마리오 가스파르,206,1.0,3,TB 
2256,마리오 고메스,201,0.8,2,NHD 
2257,마리오 고메스,206,1.0,3,TB 
2258,마리오 고메스,207,0.91,3,TT 
2259,마리오 고메스,214,-1.0,4,TC 
2260,마리오 고메스,224,-1.0,4,LH 
2261,마리오 고메스,261,-1.0,4,22HR 
2262,마리오 괴체,206,1.0,3,TB 
2263,마리오 괴체,207,0.67,1,TT 
2264,마리오 괴체,210,0.69,1,GR 
2265,마리오 괴체,214,-1.0,4,TC 
2266,마리오 괴체,221,-1.0,4,19 UCL 
2267,마리오 괴체,224,-1.0,4,LH 
2268,마리오 괴체,251,-1.0,4,EBS 
2269,마리오 괴체,256,-1.0,4,BTB 
2270,마리오 르미나,246,-1.0,4,UP 
2271,마리오 르미나,256,-1.0,4,BTB 
2272,마리오 만주키치,201,1.0,3,NHD 
2273,마리오 만주키치,206,0.89,2,TB 
2274,마리오 만주키치,214,-1.0,4,TC 
2275,마리오 발로텔리,201,0.72,2,NHD 
2276,마리오 발로텔리,206,0.68,1,TB 
2277,마리오 발로텔리,207,0.64,1,TT 
2278,마리오 발로텔리,210,0.7,2,GR 
2279,마리오 발로텔리,214,-1.0,4,TC 
2280,마리오 발로텔리,218,-1.0,4,OTW 
2281,마리오 발로텔리,231,-1.0,4,VTR 
2282,마리오 발로텔리,233,-1.0,4,MOG 
2283,마리오 발로텔리,237,-1.0,4,MC 
2284,마리오 발로텔리,251,-1.0,4,EBS 
2285,마리오 발로텔리,256,-1.0,4,BTB 
2286,마리오 발로텔리,264,-1.0,4,FA 
2287,마리오 수아레스,214,-1.0,4,TC 
2288,마리오 수아레스,231,-1.0,4,VTR 
2289,마리오 수아레스,233,-1.0,4,MOG 
2290,마리오 에르모소,215,-1.0,4,19 TOTS 
2291,마리오 에르모소,221,-1.0,4,19 UCL 
2292,마리오 에르모소,242,-1.0,4,20 UCL 
2293,마리오 에르모소,260,-1.0,4,21 UCL 
2294,마리오 파샬리치,210,-1.0,4,GR 
2295,마리오 파샬리치,221,-1.0,4,19 UCL 
2296,마리오 파샬리치,242,-1.0,4,20 UCL 
2297,마리오 파샬리치,253,-1.0,4,BOE21 
2298,마리우 후이,217,-1.0,4,COC 
2299,마리우 후이,221,-1.0,4,19 UCL 
2300,마리우스 볼프,265,-1.0,4,LOL 
2301,마마두 두쿠레,242,-1.0,4,20 UCL 
2302,마마두 룸,242,-1.0,4,20 UCL 
2303,마마두 사코,207,0.5,1,TT 
2304,마마두 사코,210,0.79,2,GR 
2305,마마두 사코,231,-1.0,4,VTR 
2306,마마두 사코,246,-1.0,4,UP 
2307,마사,507,-1.0,4,21KLeague 
2308,마수드 쇼자에이,206,0.0,0,TB 
2309,마우로 사라테,207,0.92,3,TT 
2310,마우로 사라테,215,-1.0,4,19 TOTS 
2311,마우로 이카르디,210,0.74,2,GR 
2312,마우로 이카르디,218,-1.0,4,OTW 
2313,마우로 이카르디,221,-1.0,4,19 UCL 
2314,마우로 이카르디,242,-1.0,4,20 UCL 
2315,마우루 주니오르,210,-1.0,4,GR 
2316,마우리시오 이슬라,224,-1.0,4,LH 
2317,마우콩,207,1.0,3,TT 
2318,마우콩,210,-1.0,4,GR 
2319,마이론 보아두,230,-1.0,4,20 TOTS 
2320,마이카 리처즈,210,0.85,2,GR 
2321,마이콩,237,-1.0,4,MC 
2322,마이크 도일,213,-1.0,4,Man City ICON 
2323,마이크 메냥,215,-1.0,4,19 TOTS 
2324,마이크 메냥,250,-1.0,4,21 TOTS 
2325,마이크 메냥,259,-1.0,4,22 TOTN 
2326,마이크 서머비,213,-1.0,4,Man City ICON 
2327,마이클 브래들리,217,-1.0,4,COC 
2328,마이클 브래들리,224,-1.0,4,LH 
2329,마이클 브래들리,252,-1.0,4,CAP 
2330,마이클 에시앙,101,0.83,2,ICON 
2331,마이클 에시앙,237,-1.0,4,MC 
2332,마이클 에시앙,254,-1.0,4,CFA 
2333,마이클 에시앙,256,-1.0,4,BTB 
2334,마이클 오언,101,0.69,1,ICON 
2335,마이클 오언,201,0.82,2,NHD 
2336,마이클 오언,207,0.76,2,TT 
2337,마이클 오언,214,-1.0,4,TC 
2338,마이클 오언,216,-1.0,4,HOT 
2339,마이클 오언,224,-1.0,4,LH 
2340,마이클 오언,236,-1.0,4,LA 
2341,마이클 오언,251,-1.0,4,EBS 
2342,마이클 캐릭,201,0.57,1,NHD 
2343,마이클 킨,207,0.86,2,TT 
2344,마이클 킨,217,-1.0,4,COC 
2345,마이클 헥터,217,-1.0,4,COC 
2346,마츠 후멜스,201,0.79,2,NHD 
2347,마츠 후멜스,206,0.5,1,TB 
2348,마츠 후멜스,207,0.79,2,TT 
2349,마츠 후멜스,214,-1.0,4,TC 
2350,마츠 후멜스,218,-1.0,4,OTW 
2351,마츠 후멜스,221,-1.0,4,19 UCL 
2352,마츠 후멜스,222,-1.0,4,20 TOTN 
2353,마츠 후멜스,224,-1.0,4,LH 
2354,마츠 후멜스,230,-1.0,4,20 TOTS 
2355,마츠 후멜스,241,-1.0,4,21 TOTN 
2356,마츠 후멜스,242,-1.0,4,20 UCL 
2357,마츠 후멜스,250,-1.0,4,21 TOTS 
2358,마츠 후멜스,251,-1.0,4,EBS 
2359,마츠 후멜스,253,-1.0,4,BOE21 
2360,마츠 후멜스,256,-1.0,4,BTB 
2361,마츠 후멜스,259,-1.0,4,22 TOTN 
2362,마치에이 리부스,224,-1.0,4,LH 
2363,마커스 래시포드,206,0.9,3,TB 
2364,마커스 래시포드,210,-1.0,4,GR 
2365,마커스 래시포드,217,-1.0,4,COC 
2366,마커스 래시포드,230,-1.0,4,20 TOTS 
2367,마커스 래시포드,250,-1.0,4,21 TOTS 
2368,마커스 래시포드,253,-1.0,4,BOE21 
2369,마커스 래시포드,260,-1.0,4,21 UCL 
2370,마크 올브라이턴,233,-1.0,4,MOG 
2371,마크 올브라이턴,246,-1.0,4,UP 
2372,마테오 겐두지,238,-1.0,4,20NG 
2373,마테오 다르미안,206,0.62,1,TB 
2374,마테오 다르미안,216,-1.0,4,HOT 
2375,마테오 다르미안,231,-1.0,4,VTR 
2376,마테오 다르미안,251,-1.0,4,EBS 
2377,마테오 다르미안,260,-1.0,4,21 UCL 
2378,마테오 무사키오,206,1.0,3,TB 
2379,마테오 무사키오,210,0.8,2,GR 
2380,마테오 코바치치,201,0.89,2,NHD 
2381,마테오 코바치치,206,1.0,3,TB 
2382,마테오 코바치치,207,0.89,2,TT 
2383,마테오 코바치치,210,-1.0,4,GR 
2384,마테오 코바치치,214,-1.0,4,TC 
2385,마테오 코바치치,221,-1.0,4,19 UCL 
2386,마테오 코바치치,224,-1.0,4,LH 
2387,마테오 코바치치,230,-1.0,4,20 TOTS 
2388,마테오 코바치치,237,-1.0,4,MC 
2389,마테오 코바치치,241,-1.0,4,21 TOTN 
2390,마테오 코바치치,242,-1.0,4,20 UCL 
2391,마테오 코바치치,246,-1.0,4,UP 
2392,마테오 코바치치,253,-1.0,4,BOE21 
2393,마테오 코바치치,256,-1.0,4,BTB 
2394,마테오 코바치치,260,-1.0,4,21 UCL 
2395,마테오 페시나,242,-1.0,4,20 UCL 
2396,마테오 페시나,253,-1.0,4,BOE21 
2397,마테오 폴리타노,221,-1.0,4,19 UCL 
2398,마테오 폴리타노,265,-1.0,4,LOL 
2399,마테우 모레이,221,-1.0,4,19 UCL 
2400,마테우 모레이,242,-1.0,4,20 UCL 
2401,마테우스,206,0.94,3,TB 
2402,마테우스 누니스,260,-1.0,4,21 UCL 
2403,마테우스 우리베,237,-1.0,4,MC 
2404,마테우스 우리베,242,-1.0,4,20 UCL 
2405,마테우스 우리베,246,-1.0,4,UP 
2406,마테우스 쿠냐,219,-1.0,4,19NG 
2407,마테우스 쿠냐,260,-1.0,4,21 UCL 
2408,마테우스 헤이스,260,-1.0,4,21 UCL 
2409,마테이 비드라,253,-1.0,4,BOE21 
2410,마테이스 더리흐트,210,-1.0,4,GR 
2411,마테이스 더리흐트,215,-1.0,4,19 TOTS 
2412,마테이스 더리흐트,217,-1.0,4,COC 
2413,마테이스 더리흐트,220,-1.0,4,20 TOTY 
2414,마테이스 더리흐트,221,-1.0,4,19 UCL 
2415,마테이스 더리흐트,237,-1.0,4,MC 
2416,마테이스 더리흐트,242,-1.0,4,20 UCL 
2417,마테이스 더리흐트,252,-1.0,4,CAP 
2418,마테이스 더리흐트,253,-1.0,4,BOE21 
2419,마테이스 더리흐트,260,-1.0,4,21 UCL 
2420,마티아 데스트로,210,0.67,1,GR 
2421,마티아 데실리오,221,-1.0,4,19 UCL 
2422,마티아 데실리오,246,-1.0,4,UP 
2423,마티아 데실리오,251,-1.0,4,EBS 
2424,마티아 데실리오,256,-1.0,4,BTB 
2425,마티아 데실리오,260,-1.0,4,21 UCL 
2426,마티아 칼다라,242,-1.0,4,20 UCL 
2427,마티아 칼다라,265,-1.0,4,LOL 
2428,마티아스 긴터,210,-1.0,4,GR 
2429,마티아스 긴터,230,-1.0,4,20 TOTS 
2430,마티아스 긴터,241,-1.0,4,21 TOTN 
2431,마티아스 긴터,242,-1.0,4,20 UCL 
2432,마티아스 긴터,253,-1.0,4,BOE21 
2433,마티아스 바르가스,218,-1.0,4,OTW 
2434,마티아스 바르가스,219,-1.0,4,19NG 
2435,마티아스 베시노,206,1.0,3,TB 
2436,마티아스 옌센,253,-1.0,4,BOE21 
2437,마티야 나스타시치,210,-1.0,4,GR 
2438,마티외 드뷔시,216,-1.0,4,HOT 
2439,마티외 드뷔시,231,-1.0,4,VTR 
2440,마티외 드뷔시,233,-1.0,4,MOG 
2441,마티외 드뷔시,246,-1.0,4,UP 
2442,마티외 발부에나,224,-1.0,4,LH 
2443,마티외 발부에나,231,-1.0,4,VTR 
2444,마티외 발부에나,233,-1.0,4,MOG 
2445,마티외 발부에나,237,-1.0,4,MC 
2446,마티외 발부에나,246,-1.0,4,UP 
2447,마푸 양가-음비와,216,-1.0,4,HOT 
2448,마푸 양가-음비와,233,-1.0,4,MOG 
2449,마흐무드 다후드,210,-1.0,4,GR 
2450,마흐무드 다후드,221,-1.0,4,19 UCL 
2451,마흐무드 다후드,242,-1.0,4,20 UCL 
